,Name,Pos,League,Age,90s,TklAtt,TklWon,Tkl_Percentage%,TklWon/90,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Succ,Press,Pres%,Succ/90,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,Blocks/90,ShotBlocked,ShSv,Pass,Int,Int/90,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,PassCmp/90,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersAtt,HeadersWon/90,HeadersWon%
122,Maximilian Arnold,MF,Bundesliga,27.0,33.3,50,34,68.0,1.0,27,19,4,14,47,29.8,33,189,562,33.6,5.7,216,288,58,46,1.4,15,1,31,68,2.0,118,45,0,4,40,14,35.0,1.2,0.42,0.1,0.29,31.7,13,0,0,1.5,1.5,0.04,2.5,2.5,95,2.86,48,44,0,0,3,0,5,0.15,3,1,0,0,1,0,1445,1848,78.2,43.4,33220,10595,419,480,87.3,640,709,90.3,360,607,59.3,2,4.7,-2.7,60,147,33,5,153,356,33,26,59,1.0,55.9
128,Santiago Ascacíbar,MF,Bundesliga,24.0,26.4,96,61,63.5,2.3,53,36,7,35,89,39.3,54,200,620,32.3,7.6,261,299,60,48,1.8,6,0,42,54,2.0,150,38,1,0,13,1,7.7,0.49,0.04,0.0,0.0,17.1,0,0,0,1.2,1.2,0.09,-1.2,-1.2,30,1.14,26,0,1,1,1,1,1,0.04,1,0,0,0,0,0,978,1182,82.7,37.0,16726,4647,476,561,84.8,382,434,88.0,95,131,72.5,1,0.3,0.7,10,69,6,0,75,312,37,48,85,1.4,43.5
131,Marco Asensio,FWMF,La Liga,25.0,19.2,16,10,62.5,0.5,8,6,2,7,20,35.0,13,44,184,23.9,2.3,37,76,71,15,0.8,1,0,14,25,1.3,41,5,1,10,64,31,48.4,3.33,1.61,0.16,0.32,18.6,1,0,0,7.4,7.4,0.11,2.6,2.6,65,3.38,41,10,3,8,2,1,7,0.36,3,0,1,2,0,1,740,904,81.9,38.5,12641,2393,391,438,89.3,243,275,88.4,85,146,58.2,0,2.3,-2.3,30,50,20,3,54,102,1,9,10,0.1,10.0
136,Iago Aspas,FW,La Liga,33.0,34.3,14,7,50.0,0.2,3,4,7,4,22,18.2,18,102,410,24.9,3.0,47,158,205,35,1.0,3,1,32,21,0.6,35,14,0,18,84,37,44.0,2.45,1.08,0.18,0.41,16.0,7,3,5,14.9,11.0,0.13,3.1,4.0,113,3.29,89,7,4,7,6,0,15,0.44,10,0,1,4,0,0,976,1357,71.9,28.5,15428,2883,558,679,82.2,274,383,71.5,95,180,52.8,5,6.2,-1.2,60,42,42,10,76,193,35,62,97,1.0,36.1
143,Tommaso Augello,DF,Serie A,26.0,26.6,45,24,53.3,0.9,27,11,7,13,27,48.1,14,78,255,30.6,2.9,126,75,54,47,1.8,5,0,42,46,1.7,91,57,1,1,7,2,28.6,0.26,0.08,0.14,0.5,17.9,0,0,0,0.4,0.4,0.06,0.6,0.6,41,1.54,32,3,2,1,1,2,2,0.08,2,0,0,0,0,0,1062,1384,76.7,39.9,20037,8766,414,481,86.1,518,624,83.0,117,214,54.7,1,1.9,-0.9,18,59,33,13,119,221,41,25,66,1.5,62.1
147,Ezequiel Ávila,FWMF,La Liga,27.0,20.8,16,9,56.2,0.4,6,9,1,12,26,46.2,14,78,268,29.1,3.8,38,112,118,26,1.2,2,0,24,24,1.2,40,14,0,6,60,15,25.0,2.89,0.72,0.08,0.33,24.5,4,1,1,4.2,3.4,0.06,1.8,1.6,37,1.78,22,4,0,3,6,2,6,0.29,3,1,0,0,1,1,307,545,56.3,14.8,6178,1873,128,191,67.0,119,191,62.3,53,122,43.4,1,1.3,-0.3,17,30,24,17,45,114,52,84,136,2.5,38.2
148,Taiwo Awoniyi,FW,Bundesliga,23.0,24.2,17,9,52.9,0.4,3,8,6,1,13,7.7,12,121,366,33.1,5.0,32,162,172,17,0.7,4,0,13,6,0.2,23,23,0,15,66,30,45.5,2.73,1.24,0.2,0.43,12.9,0,2,2,14.0,12.4,0.19,1.0,0.6,55,2.28,40,0,5,7,2,1,5,0.21,1,0,2,0,1,1,334,484,69.0,13.8,5185,1358,177,230,77.0,118,167,70.7,22,39,56.4,1,2.1,-1.1,24,30,21,3,48,109,58,145,203,2.4,28.6
150,Jordan Ayew,FW,Premier League,29.0,22.4,52,34,65.4,1.5,19,22,11,11,22,50.0,11,146,515,28.3,6.5,121,227,167,37,1.7,4,0,33,28,1.2,80,9,0,3,35,8,22.9,1.56,0.36,0.09,0.38,16.4,1,0,0,3.7,3.7,0.11,-0.7,-0.7,47,2.1,31,1,1,3,8,3,6,0.27,4,0,0,0,1,1,570,745,76.5,25.4,8666,1732,326,368,88.6,197,245,80.4,33,79,41.8,3,2.3,0.7,21,29,15,5,48,156,31,62,93,1.4,33.3
152,Luke Ayling,DF,Premier League,29.0,25.2,79,45,57.0,1.8,50,24,5,49,101,48.5,52,137,392,34.9,5.4,215,137,40,49,1.9,28,0,21,54,2.1,133,68,1,2,19,3,15.8,0.75,0.12,0.11,0.67,12.8,0,0,0,1.6,1.6,0.09,0.4,0.4,22,0.87,16,0,0,6,0,0,3,0.12,0,0,0,3,0,0,1218,1558,78.2,48.3,25686,10984,440,500,88.0,554,648,85.5,214,366,58.5,2,0.8,1.2,8,99,11,4,125,263,49,51,100,1.9,49.0
155,César Azpilicueta,DF,Premier League,31.0,23.0,54,31,57.4,1.3,22,27,5,21,43,48.8,22,104,356,29.2,4.5,143,158,55,62,2.7,11,0,51,37,1.6,91,71,1,1,13,4,30.8,0.57,0.17,0.08,0.25,13.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2,44,1.91,41,0,2,1,0,0,8,0.35,6,0,1,1,0,0,1442,1713,84.2,62.7,24337,9312,707,779,90.8,628,709,88.6,95,176,54.0,2,2.1,-0.1,18,107,20,3,124,169,52,34,86,2.3,60.5
156,Iddrisu Baba,MF,La Liga,25.0,21.5,71,51,71.8,2.4,37,31,3,21,37,56.8,16,127,388,32.7,5.9,150,206,32,34,1.6,6,0,28,36,1.7,107,44,1,2,22,8,36.4,1.02,0.37,0.09,0.25,24.3,0,0,0,1.5,1.5,0.07,0.5,0.5,18,0.84,15,0,0,2,0,1,1,0.05,1,0,0,0,0,0,623,775,80.4,29.0,12803,3801,213,254,83.9,280,324,86.4,117,162,72.2,0,0.3,-0.3,8,59,9,1,67,280,55,36,91,2.6,60.4
160,Milan Badelj,MF,Serie A,32.0,31.6,66,44,66.7,1.4,30,28,8,33,79,41.8,46,162,498,32.5,5.1,170,246,82,51,1.6,8,0,43,119,3.8,185,43,1,1,22,5,22.7,0.7,0.16,0.05,0.2,20.9,0,0,0,1.2,1.2,0.05,-0.2,-0.2,63,1.99,55,0,0,1,3,4,2,0.06,1,0,0,0,1,0,1262,1601,78.8,39.9,24623,7800,480,563,85.3,590,698,84.5,170,280,60.7,0,2.3,-2.3,27,138,19,2,161,397,42,42,84,1.3,50.0
162,Benoît Badiashile,DF,Ligue 1,20.0,20.4,39,28,71.8,1.4,24,15,0,13,25,52.0,12,74,171,43.3,3.6,93,73,5,33,1.6,14,1,19,57,2.8,96,77,2,1,14,4,28.6,0.69,0.2,0.07,0.25,9.4,0,0,0,1.5,1.5,0.11,-0.5,-0.5,10,0.49,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0,1205,1347,89.5,59.1,25717,7994,343,365,94.0,651,697,93.4,204,270,75.6,0,0.3,-0.3,1,78,3,0,94,239,72,20,92,3.5,78.3
172,Nedim Bajrami,MFFW,Serie A,22.0,22.8,35,28,80.0,1.2,11,17,7,4,13,30.8,9,88,328,26.8,3.9,49,152,127,16,0.7,1,0,15,8,0.4,43,10,0,6,51,18,35.3,2.23,0.79,0.06,0.17,20.2,8,3,3,6.2,3.9,0.08,-0.2,-0.9,98,4.29,64,20,7,4,1,2,6,0.26,5,0,0,1,0,0,628,884,71.0,27.5,10783,3484,334,382,87.4,207,273,75.8,74,176,42.0,5,5.2,-0.2,55,41,47,10,90,120,2,23,25,0.1,8.0
176,Mitchel Bakker,DF,Bundesliga,21.0,20.2,42,25,59.5,1.2,22,15,5,21,37,56.8,16,72,235,30.6,3.6,106,88,41,38,1.9,2,0,36,52,2.6,94,44,1,0,9,2,22.2,0.44,0.1,0.0,0.0,20.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,31,1.53,28,0,1,0,2,0,5,0.25,5,0,0,0,0,0,1011,1222,82.7,50.0,16674,6302,509,560,90.9,399,463,86.2,81,148,54.7,4,1.1,2.9,11,64,21,11,75,159,19,16,35,0.9,54.3
177,Ridle Baku,DFFW,Bundesliga,23.0,27.2,63,34,54.0,1.2,30,24,9,22,61,36.1,39,152,510,29.8,5.6,168,207,135,67,2.5,1,0,66,40,1.5,103,50,1,3,37,8,21.6,1.36,0.29,0.08,0.38,20.0,0,0,0,2.2,2.2,0.06,0.8,0.8,73,2.69,57,3,6,3,4,0,7,0.26,5,0,0,1,1,0,1019,1328,76.7,37.5,19386,6843,420,498,84.3,453,565,80.2,136,224,60.7,5,4.8,0.2,39,67,35,13,120,222,30,38,68,1.1,44.1
184,Mikel Balenziaga,DF,La Liga,33.0,22.5,50,36,72.0,1.6,20,27,3,26,45,57.8,19,79,270,29.3,3.5,89,139,42,55,2.4,4,0,51,52,2.3,102,69,0,0,6,2,33.3,0.27,0.09,0.0,0.0,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,20,0.89,15,2,1,1,1,0,1,0.04,0,0,0,0,1,0,766,1004,76.3,34.0,12992,5167,372,416,89.4,317,409,77.5,59,136,43.4,0,0.5,-0.5,8,41,12,4,72,201,36,29,65,1.6,55.4
186,Iván Balliu,DF,La Liga,29.0,35.0,32,15,46.9,0.4,13,11,8,11,27,40.7,16,93,316,29.4,2.7,135,113,68,49,1.4,7,0,42,58,1.7,90,73,0,1,15,3,20.0,0.43,0.09,0.07,0.33,20.3,0,0,0,0.6,0.6,0.04,0.4,0.4,77,2.2,57,12,2,1,3,2,5,0.14,5,0,0,0,0,0,1373,1796,76.4,39.2,26205,12003,584,654,89.3,579,726,79.8,188,340,55.3,2,4.0,-2.0,43,94,39,29,138,296,37,38,75,1.1,49.3
190,Jonathan Bamba,MFFW,Ligue 1,25.0,27.0,27,19,70.4,0.7,10,12,5,11,43,25.6,32,109,322,33.9,4.0,78,151,93,34,1.3,1,0,33,46,1.7,73,13,0,1,51,12,23.5,1.89,0.44,0.02,0.08,19.3,2,0,0,3.2,3.2,0.06,-2.2,-2.2,84,3.11,43,26,4,2,6,3,5,0.19,4,0,0,0,1,0,868,1149,75.5,32.1,14153,4853,494,581,85.0,254,302,84.1,90,188,47.9,2,3.5,-1.5,45,68,41,11,110,179,22,31,53,0.8,41.5
192,Filippo Bandinelli,MF,Serie A,26.0,21.7,50,26,52.0,1.2,19,22,9,14,34,41.2,20,109,441,24.7,5.0,147,209,85,27,1.2,5,1,22,26,1.2,76,32,0,2,40,12,30.0,1.84,0.55,0.05,0.17,18.5,0,0,0,2.6,2.6,0.06,-0.6,-0.6,52,2.39,46,2,1,2,1,0,4,0.18,4,0,0,0,0,0,572,756,75.7,26.4,10088,3488,285,316,90.2,217,277,78.3,59,123,48.0,3,3.1,-0.1,33,44,43,16,89,178,16,35,51,0.7,31.4
196,Antonín Barák,FWMF,Serie A,26.0,26.0,26,17,65.4,0.7,16,8,2,5,21,23.8,16,124,410,30.2,4.8,101,199,110,44,1.7,6,0,38,14,0.5,40,28,0,11,48,20,41.7,1.85,0.77,0.15,0.35,14.8,2,4,4,9.5,6.5,0.13,1.5,0.5,62,2.38,52,0,4,4,2,0,10,0.38,7,0,1,1,1,0,890,1109,80.3,34.2,13384,3772,490,569,86.1,316,381,82.9,49,76,64.5,4,3.4,0.6,28,71,24,1,107,188,53,80,133,2.0,39.8
201,Melvin Bard,DF,Ligue 1,20.0,28.8,66,46,69.7,1.6,39,21,6,31,54,57.4,23,117,337,34.7,4.1,151,148,38,65,2.3,10,0,55,77,2.7,143,65,1,2,5,2,40.0,0.17,0.07,0.4,1.0,15.9,0,0,0,0.9,0.9,0.19,1.1,1.1,43,1.49,40,1,0,0,0,2,6,0.21,6,0,0,0,0,0,1519,1866,81.4,52.7,26756,10217,688,760,90.5,663,788,84.1,143,247,57.9,2,2.4,-0.4,23,112,27,14,139,268,37,35,72,1.3,51.4
205,Nicolò Barella,MF,Serie A,24.0,32.4,66,33,50.0,1.0,13,39,14,21,48,43.8,27,122,421,29.0,3.8,112,209,100,31,1.0,3,0,28,34,1.0,100,13,1,3,68,12,17.6,2.1,0.37,0.04,0.25,19.7,0,0,0,5.2,5.2,0.08,-2.2,-2.2,131,4.05,105,1,10,6,6,3,20,0.62,17,0,1,1,1,0,1544,1848,83.5,47.7,26685,8479,792,873,90.7,555,639,86.9,164,249,65.9,11,7.9,3.1,60,148,80,18,190,308,22,33,55,0.7,40.0
210,Harvey Barnes,FWMF,Premier League,23.0,23.3,31,13,41.9,0.6,9,12,10,5,25,20.0,20,89,295,30.2,3.8,73,118,104,26,1.1,1,0,25,10,0.4,41,6,0,6,67,24,35.8,2.87,1.03,0.09,0.25,15.7,0,0,0,6.8,6.8,0.1,-0.8,-0.8,57,2.44,45,0,8,2,2,0,13,0.56,11,0,0,2,0,0,557,751,74.2,23.9,8019,2337,336,405,83.0,179,245,73.1,24,53,45.3,10,4.0,6.0,29,28,28,2,74,131,25,48,73,1.1,34.2
212,Leandro Barreiro Martins,MF,Bundesliga,21.0,19.9,71,35,49.3,1.8,31,29,11,22,42,52.4,20,137,476,28.8,6.9,131,243,102,34,1.7,8,0,26,38,1.9,109,31,0,1,32,9,28.1,1.61,0.45,0.03,0.11,18.2,0,0,0,2.4,2.4,0.08,-1.4,-1.4,37,1.86,21,0,0,5,7,4,4,0.2,2,0,0,0,2,0,399,546,73.1,20.1,6232,1913,208,257,80.9,150,203,73.9,28,47,59.6,2,2.1,-0.1,12,33,15,2,48,173,27,35,62,1.4,43.5
215,Musa Barrow,FWMF,Serie A,22.0,23.7,16,12,75.0,0.5,4,7,5,8,22,36.4,14,67,322,20.8,2.8,55,126,141,22,0.9,1,0,21,15,0.6,31,6,0,6,72,28,38.9,3.04,1.18,0.08,0.21,20.3,3,0,0,5.4,5.4,0.08,0.6,0.6,86,3.63,67,10,4,2,2,1,10,0.42,8,1,0,1,0,0,714,939,76.0,30.1,12879,3087,371,415,89.4,225,292,77.1,101,197,51.3,6,4.4,1.6,44,49,44,12,68,117,24,48,72,1.0,33.3
217,Marc Bartra,DF,La Liga,30.0,22.1,44,20,45.5,0.9,25,16,3,20,41,48.8,21,68,203,33.5,3.1,112,78,13,50,2.3,21,0,29,43,1.9,87,122,2,1,15,3,20.0,0.68,0.14,0.07,0.33,15.1,0,0,0,1.4,1.4,0.1,-0.4,-0.4,11,0.5,8,2,0,1,0,0,0,0.0,0,0,0,0,0,0,919,1108,82.9,41.6,21052,6768,238,261,91.2,489,526,93.0,184,303,60.7,0,0.1,-0.1,6,69,3,0,56,206,79,37,116,3.6,68.1
224,Alessandro Bastoni,DF,Serie A,22.0,25.7,50,35,70.0,1.4,28,21,1,15,26,57.7,11,116,293,39.6,4.5,125,128,40,40,1.6,17,0,23,38,1.5,88,71,2,1,9,2,22.2,0.35,0.08,0.11,0.5,19.0,0,0,0,0.5,0.5,0.06,0.5,0.5,32,1.25,28,0,2,0,1,1,4,0.16,4,0,0,0,0,0,1601,1798,89.0,62.3,32217,9679,590,637,92.6,733,789,92.9,249,318,78.3,2,1.4,0.6,11,111,17,4,104,239,62,36,98,2.4,63.3
225,Simone Bastoni,MFDF,Serie A,24.0,25.4,60,36,60.0,1.4,29,22,9,25,56,44.6,31,129,521,24.8,5.1,200,235,86,52,2.0,11,0,41,57,2.2,117,29,0,3,28,6,21.4,1.1,0.24,0.11,0.5,22.8,0,0,0,1.7,1.7,0.06,1.3,1.3,73,2.87,46,19,2,2,2,2,5,0.2,3,1,0,1,0,0,888,1210,73.4,35.0,16699,6849,401,460,87.2,339,418,81.1,125,266,47.0,3,3.4,-0.4,45,82,30,13,92,224,27,19,46,1.1,58.7
230,Timo Baumgartl,DF,Bundesliga,25.0,24.1,70,37,52.9,1.5,48,21,1,35,52,67.3,17,151,379,39.8,6.3,188,163,28,45,1.9,12,0,33,44,1.8,114,82,0,1,13,4,30.8,0.54,0.17,0.08,0.25,8.7,0,0,0,1.4,1.4,0.11,-0.4,-0.4,16,0.66,10,1,0,4,0,1,2,0.08,1,0,0,1,0,0,937,1167,80.3,38.9,20617,7590,259,303,85.5,495,562,88.1,176,286,61.5,2,0.5,1.5,5,73,7,4,78,257,83,57,140,3.4,59.3
232,Christoph Baumgartner,MFFW,Bundesliga,21.0,21.0,32,26,81.2,1.2,17,5,10,12,36,33.3,24,124,428,29.0,5.9,79,198,151,25,1.2,4,0,21,21,1.0,53,15,0,7,42,17,40.5,2.0,0.81,0.17,0.41,13.2,0,0,0,7.4,7.4,0.18,-0.4,-0.4,47,2.24,37,0,3,1,4,2,5,0.24,4,0,0,0,0,1,542,753,72.0,25.8,9417,2514,251,314,79.9,209,275,76.0,64,115,55.7,2,3.2,-1.2,20,44,23,6,69,161,47,59,106,2.2,44.3
234,Mohamed Bayo,FW,Ligue 1,23.0,26.8,14,8,57.1,0.3,2,6,6,2,22,9.1,20,86,390,22.1,3.2,29,181,180,15,0.6,2,0,13,10,0.4,24,11,0,14,62,26,41.9,2.31,0.97,0.19,0.46,12.5,0,2,3,14.0,11.6,0.19,0.0,0.4,59,2.2,43,0,9,5,1,1,11,0.41,7,0,1,2,0,1,398,544,73.2,14.9,6098,1090,205,273,75.1,147,187,78.6,27,38,71.1,5,4.8,0.2,33,36,14,0,43,95,46,70,116,1.7,39.7
238,Ihlas Bebou,FWDF,Bundesliga,27.0,23.2,25,18,72.0,0.8,7,11,7,4,14,28.6,10,117,377,31.0,5.0,54,140,183,24,1.0,3,0,21,11,0.5,36,21,0,7,45,14,31.1,1.94,0.6,0.16,0.5,12.0,0,0,0,8.4,8.4,0.19,-1.4,-1.4,53,2.28,42,1,3,5,2,0,6,0.26,3,0,1,2,0,0,456,631,72.3,19.7,7027,2245,247,315,78.4,151,206,73.3,33,52,63.5,2,1.9,0.1,19,16,33,11,48,107,46,86,132,2.0,34.8
239,Rodrigo Becão,DF,Serie A,25.0,34.8,95,72,75.8,2.1,56,35,4,40,76,52.6,36,189,459,41.2,5.4,241,188,30,53,1.5,22,1,31,59,1.7,154,105,3,2,19,5,26.3,0.55,0.14,0.11,0.4,12.6,0,0,0,1.1,1.1,0.06,0.9,0.9,23,0.66,16,2,1,1,3,0,1,0.03,1,0,0,0,0,0,1114,1398,79.7,32.0,21142,7922,424,467,90.8,533,621,85.8,131,254,51.6,1,0.8,0.2,9,41,5,1,51,268,73,38,111,2.1,65.8
241,Sheraldo Becker,FWMF,Bundesliga,26.0,19.5,15,9,60.0,0.5,4,8,3,2,11,18.2,9,93,308,30.2,4.8,32,134,142,15,0.8,0,0,15,10,0.5,25,4,0,4,37,18,48.6,1.89,0.92,0.11,0.22,20.4,1,0,0,3.0,3.0,0.08,1.0,1.0,74,3.79,63,1,2,1,6,1,10,0.51,8,0,2,0,0,0,385,610,63.1,19.7,7226,2266,168,232,72.4,148,229,64.6,58,107,54.2,6,6.6,-0.6,45,23,43,30,47,137,12,68,80,0.6,15.0
242,Jan Bednarek,DF,Premier League,25.0,29.2,37,21,56.8,0.7,23,13,1,18,37,48.6,19,76,238,31.9,2.6,130,102,6,64,2.2,30,1,34,95,3.3,132,169,0,4,19,7,36.8,0.65,0.24,0.21,0.57,7.9,0,0,0,2.4,2.4,0.13,1.6,1.6,19,0.65,16,2,0,0,0,1,0,0.0,0,0,0,0,0,0,1185,1431,82.8,40.6,24493,7355,395,434,91.0,605,674,89.8,171,295,58.0,0,0.6,-0.6,6,75,1,1,51,324,114,60,174,3.9,65.5
251,Haris Belkebla,MF,Ligue 1,27.0,25.7,56,32,57.1,1.2,30,21,5,17,45,37.8,28,153,521,29.4,6.0,186,269,66,36,1.4,8,0,28,50,1.9,106,30,1,0,4,1,25.0,0.16,0.04,0.0,0.0,23.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,31,1.21,29,0,0,1,1,0,1,0.04,1,0,0,0,0,0,847,1008,84.0,33.0,15871,3811,351,399,88.0,357,411,86.9,114,147,77.6,0,0.6,-0.6,13,59,14,7,68,233,30,16,46,1.2,65.2
252,Stefan Bell,DF,Bundesliga,29.0,31.8,64,34,53.1,1.1,47,14,3,25,64,39.1,39,125,326,38.3,3.9,186,125,15,40,1.3,16,0,24,66,2.1,130,157,2,2,22,5,22.7,0.69,0.16,0.09,0.4,9.3,0,0,0,1.5,1.5,0.07,0.5,0.5,14,0.44,14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1166,1479,78.8,36.7,23324,9556,388,437,88.8,620,711,87.2,144,293,49.1,0,1.6,-1.6,10,74,7,1,84,378,137,56,193,4.3,71.0
253,Armel Bella Kotchap,DF,Bundesliga,19.0,19.6,40,24,60.0,1.2,29,11,0,13,22,59.1,9,89,254,35.0,4.5,144,99,11,36,1.8,23,1,13,64,3.3,104,114,0,0,10,3,30.0,0.51,0.15,0.0,0.0,16.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,9,0.46,8,1,0,0,0,0,0,0.0,0,0,0,0,0,0,585,743,78.7,29.8,14516,3641,118,152,77.6,297,329,90.3,164,249,65.9,0,0.3,-0.3,3,39,2,1,28,173,58,20,78,3.0,74.4
254,Raoul Bellanova,DF,Serie A,21.0,27.7,36,17,47.2,0.6,18,16,2,9,35,25.7,26,75,281,26.7,2.7,94,118,69,56,2.0,7,0,49,44,1.6,80,40,0,1,23,5,21.7,0.83,0.18,0.04,0.2,15.0,0,0,0,1.8,1.8,0.08,-0.8,-0.8,53,1.91,46,1,0,1,3,2,6,0.22,6,0,0,0,0,0,678,940,72.1,24.5,12758,3230,290,362,80.1,287,376,76.3,93,167,55.7,2,3.8,-1.8,32,30,28,19,49,166,23,34,57,0.8,40.4
256,Jean-Ricner Bellegarde,MF,Ligue 1,23.0,25.9,65,52,80.0,2.0,23,28,14,17,43,39.5,26,156,476,32.8,6.0,148,223,105,46,1.8,4,0,42,39,1.5,104,26,0,2,31,7,22.6,1.2,0.27,0.06,0.29,20.2,2,0,0,2.5,2.5,0.08,-0.5,-0.5,42,1.62,27,5,1,4,4,1,4,0.15,3,0,0,1,0,0,897,1079,83.1,34.6,15874,3130,411,456,90.1,364,422,86.3,101,158,63.9,3,2.4,0.6,23,65,22,4,79,248,19,24,43,0.7,44.2
257,Héctor Bellerín,DF,La Liga,26.0,22.0,45,19,42.2,0.9,24,16,5,31,48,64.6,17,65,222,29.3,3.0,87,95,40,30,1.4,2,0,28,23,1.0,68,64,2,0,10,1,10.0,0.45,0.05,0.0,0.0,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,44,2.0,39,4,1,0,0,0,6,0.27,6,0,0,0,0,0,813,1064,76.4,37.0,13375,5458,422,494,85.4,299,379,78.9,72,127,56.7,2,2.4,-0.4,26,54,20,3,69,166,34,19,53,1.5,64.2
258,Jude Bellingham,MF,Bundesliga,18.0,31.0,65,40,61.5,1.3,18,34,13,19,53,35.8,34,217,646,33.6,7.0,129,347,170,64,2.1,4,0,60,44,1.4,109,30,2,3,44,12,27.3,1.42,0.39,0.07,0.25,17.3,0,0,0,4.2,4.2,0.1,-1.2,-1.2,98,3.16,67,0,9,4,12,6,19,0.61,12,0,2,0,2,3,1298,1536,84.5,41.9,22817,5208,597,675,88.4,541,604,89.6,133,194,68.6,8,4.6,3.4,34,113,36,2,138,244,40,51,91,1.3,44.0
262,Fran Beltrán,MF,La Liga,22.0,28.9,76,49,64.5,1.7,33,36,7,33,74,44.6,41,211,576,36.6,7.3,197,304,75,48,1.7,4,0,44,54,1.9,130,31,1,1,20,4,20.0,0.69,0.14,0.05,0.25,27.6,0,0,0,0.4,0.4,0.02,0.6,0.6,35,1.21,30,0,1,1,1,2,2,0.07,0,0,0,1,0,1,1728,1904,90.8,59.8,35773,6495,593,646,91.8,811,861,94.2,299,343,87.2,0,0.6,-0.6,12,126,7,2,89,331,23,49,72,0.8,31.9
265,Wissam Ben Yedder,FW,Ligue 1,30.0,28.1,22,14,63.6,0.5,1,13,8,7,23,30.4,16,140,471,29.7,5.0,22,186,263,17,0.6,2,0,15,6,0.2,28,2,0,25,65,35,53.8,2.31,1.25,0.26,0.49,14.0,2,8,8,17.3,11.2,0.17,7.7,5.8,67,2.38,53,0,5,4,4,1,13,0.46,9,0,2,1,1,0,493,677,72.8,17.5,7299,1306,282,354,79.7,159,217,73.3,36,60,60.0,5,4.3,0.7,29,30,29,0,53,112,23,64,87,0.8,26.4
278,Saïd Benrahma,FWMF,Premier League,25.0,24.1,35,23,65.7,1.0,16,13,6,16,38,42.1,22,94,377,24.9,3.9,108,187,82,22,0.9,1,0,21,12,0.5,47,7,0,8,63,22,34.9,2.62,0.91,0.13,0.36,18.7,3,0,0,5.1,5.1,0.08,2.9,2.9,69,2.86,53,0,6,5,4,1,8,0.33,7,0,0,1,0,0,625,831,75.2,25.9,9864,2270,369,428,86.2,191,252,75.8,47,94,50.0,6,3.2,2.8,31,33,32,12,61,167,15,22,37,0.6,40.5
279,Ramy Bensebaini,DF,Bundesliga,26.0,22.4,47,27,57.4,1.2,28,16,3,22,44,50.0,22,71,231,30.7,3.2,127,77,27,50,2.2,11,0,39,78,3.5,125,84,0,4,29,7,24.1,1.29,0.31,0.07,0.29,16.3,1,2,2,3.7,2.2,0.08,0.3,-0.2,26,1.16,21,2,0,1,1,1,4,0.18,3,0,0,1,0,0,1060,1295,81.9,47.3,20577,6878,414,462,89.6,477,555,85.9,155,238,65.1,1,1.0,0.0,13,66,14,6,86,242,62,45,107,2.8,57.9
284,Karim Benzema,FW,La Liga,33.0,28.8,11,5,45.5,0.2,2,5,4,2,9,22.2,7,76,261,29.1,2.6,17,79,165,10,0.3,0,0,10,7,0.2,18,15,0,27,118,47,39.8,4.1,1.63,0.17,0.43,15.5,3,7,11,23.5,15.2,0.13,3.5,4.8,124,4.3,103,0,13,6,2,0,21,0.73,16,0,4,1,0,0,1058,1249,84.7,36.7,15601,3568,630,709,88.9,306,355,86.2,74,95,77.9,12,9.5,2.5,61,66,84,4,137,90,18,42,60,0.6,30.0
286,Domenico Berardi,FW,Serie A,26.0,31.3,29,19,65.5,0.6,8,15,6,12,42,28.6,30,134,549,24.4,4.3,118,260,171,45,1.4,2,0,43,51,1.6,80,25,0,15,103,40,38.8,3.29,1.28,0.09,0.23,21.3,8,6,6,12.4,7.8,0.08,2.6,1.2,147,4.69,111,16,7,3,7,3,24,0.77,16,2,3,0,2,1,1017,1416,71.8,32.5,20890,6257,409,515,79.4,385,505,76.2,196,295,66.4,14,8.5,5.5,77,88,57,7,191,207,24,24,48,0.8,50.0
