,Name,Pos,League,Age,90s,TklAtt,TklWon,Def 3rd (Tkl),Mid 3rd (Tkl),Att 3rd (Tkl),TklvsDrib,TklAttvsDrib,Tkl%vsDrib,Past,Press,Succ,Pres%,Def 3rd (Pres),Mid 3rd (Pres),Att 3rd (Pres),Blocks,ShotBlocked,ShSv,Pass,Int,Tkl+Int,Clr,Err,Gls,ShotsTotal,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,PassLive(SCA),PassDead(SCA),Drib(SCA),Sh(SCA),Fld(SCA),Def(SCA),GCA,GCA90,PassLive(GCA),PassDead(GCA),Drib(GCA),Sh(GCA),Fld(GCA),Def(GCA),PassCmp,PassAtt,Cmp%,TotDist,PrgDist,PassCmp(Short),PassAtt(Short),Cmp%(Short),PassCmp(Medium),PassAtt(Medium),Cmp%(Medium),PassCmp(Long),PassAtt(Long),Cmp%(Long),Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Recov,HeadersWon,HeadersLost,HeadersWon%,Tkl_Percentage%,TklWon/90,Succ/90,Blocks/90,Int/90,PassCmp/90,HeadersWon/90,HeadersAtt
47,Tomás Alarcón,MF,La Liga,22.0,15.8,30,15,14,11,5,10,22,45.5,12,260,85,32.7,128,104,28,32,6,0,26,27,57,45,0,0,15,2,13.3,0.95,0.13,0.0,0.0,24.6,0,0,0,1.0,1.0,0.07,-1.0,-1.0,26,1.64,13,11,1,0,0,1,3,0.19,1,2,0,0,0,0,414,580,71.4,9341,2515,137,155,88.4,168,220,76.4,97,175,55.4,1,1.1,-0.1,14,46,8,3,39,161,22,22,50.0,50.0,0.9,5.4,2.0,1.7,26.2,1.4,44
48,Lucas Alario,FW,Bundesliga,28.0,7.3,5,4,0,4,1,2,3,66.7,1,102,30,29.4,6,40,56,7,0,0,7,3,8,6,0,6,23,13,56.5,3.16,1.79,0.26,0.46,11.2,0,0,1,6.5,5.8,0.25,-0.5,0.2,25,3.44,16,0,5,1,3,0,4,0.55,3,0,1,0,0,0,106,155,68.4,1417,230,66,92,71.7,33,43,76.7,2,7,28.6,0,1.1,-1.1,7,1,2,0,7,25,20,35,36.4,80.0,0.5,4.1,1.0,0.4,14.5,2.7,55
49,Jordi Alba,DF,La Liga,32.0,29.4,44,25,12,26,6,22,46,47.8,24,318,99,31.1,103,154,61,56,7,0,49,48,92,38,2,2,31,6,19.4,1.06,0.2,0.06,0.33,23.5,1,0,0,1.3,1.3,0.04,0.7,0.7,84,2.86,78,2,1,2,1,0,13,0.44,12,0,0,1,0,0,2336,2770,84.3,40855,15180,1085,1178,92.1,1002,1152,87.0,222,351,63.2,10,5.9,4.1,58,231,64,18,254,271,18,30,37.5,56.8,0.9,3.4,1.9,1.6,79.5,0.6,48
50,Josué Albert,DF,Ligue 1,29.0,0.2,0,0,0,0,0,0,0,0.0,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,4.09,0.0,0.0,0.0,18.6,0,0,0,0.0,0.0,0.05,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,8,75.0,86,45,3,4,75.0,3,4,75.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
51,Luis Alberto,MF,Serie A,28.0,26.1,31,18,9,12,10,11,45,24.4,34,413,106,25.7,113,188,112,29,4,0,25,22,53,6,0,5,47,16,34.0,1.8,0.61,0.11,0.31,19.8,1,0,0,3.5,3.5,0.08,1.5,1.5,112,4.28,76,26,2,3,4,1,16,0.61,7,6,1,2,0,0,1643,1976,83.1,28022,9086,809,879,92.0,631,724,87.2,164,302,54.3,9,7.8,1.2,63,206,49,7,180,186,11,15,42.3,58.1,0.7,4.1,1.1,0.8,63.0,0.4,26
52,Raúl Albiol,DF,La Liga,35.0,27.4,27,15,17,10,0,9,14,64.3,5,168,68,40.5,89,73,6,38,16,1,22,37,64,143,0,0,6,1,16.7,0.22,0.04,0.0,0.0,8.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,9,0.33,7,0,0,2,0,0,2,0.07,1,0,0,1,0,0,1337,1528,87.5,31802,8859,283,306,92.5,720,772,93.3,319,418,76.3,0,0.1,-0.1,4,63,1,0,67,244,53,28,65.4,55.6,0.5,2.5,1.4,1.4,48.8,1.9,81
53,Marc Albrighton,FWDF,Premier League,31.0,12.6,33,16,17,9,7,10,41,24.4,31,289,63,21.8,98,141,50,27,5,1,22,25,58,10,0,1,4,1,25.0,0.32,0.08,0.25,1.0,16.7,0,0,0,0.5,0.5,0.13,0.5,0.5,19,1.51,14,3,0,0,2,0,2,0.16,2,0,0,0,0,0,345,551,62.6,5530,2373,200,235,85.1,114,172,66.3,24,106,22.6,2,1.7,0.3,12,21,11,5,32,77,6,11,35.3,48.5,1.3,5.0,2.1,2.0,27.4,0.5,17
54,Paco Alcácer,FW,La Liga,27.0,8.7,5,3,1,3,1,2,5,40.0,3,111,28,25.2,7,48,56,8,0,0,8,4,9,1,0,1,19,8,42.1,2.17,0.91,0.05,0.13,13.0,1,0,0,3.7,3.7,0.2,-2.7,-2.7,13,1.49,11,0,1,1,0,0,6,0.69,5,0,1,0,0,0,124,171,72.5,1692,318,72,88,81.8,31,46,67.4,7,10,70.0,3,1.7,1.3,6,6,5,1,10,28,15,25,37.5,60.0,0.3,3.2,0.9,0.5,14.3,1.7,40
55,Thiago Alcántara,MF,Premier League,30.0,17.0,58,40,17,31,10,12,40,30.0,28,319,117,36.7,86,163,70,26,2,0,24,35,93,18,2,1,25,6,24.0,1.47,0.35,0.04,0.17,18.2,0,0,0,1.8,1.8,0.08,-0.8,-0.8,61,3.58,52,0,1,5,0,3,6,0.35,6,0,0,0,0,0,1325,1479,89.6,28007,7322,455,492,92.5,611,657,93.0,248,300,82.7,4,2.3,1.7,28,199,22,1,175,217,37,16,69.8,69.0,2.4,6.9,1.5,2.1,77.9,2.2,53
56,Rubén Alcaraz,MF,La Liga,30.0,12.3,43,30,17,25,1,14,34,41.2,20,301,103,34.2,110,159,32,15,2,0,13,15,58,15,0,2,23,6,26.1,1.87,0.49,0.09,0.33,22.7,5,0,0,1.3,1.3,0.05,0.7,0.7,30,2.44,21,4,1,1,3,0,0,0.0,0,0,0,0,0,0,551,654,84.3,11619,3313,211,231,91.3,212,238,89.1,116,163,71.2,0,1.1,-1.1,14,80,12,2,64,148,29,22,56.9,69.8,2.4,8.4,1.2,1.2,44.8,2.4,51
57,Omar Alderete,DF,La Liga,24.0,26.7,65,45,41,23,1,30,53,56.6,23,247,92,37.2,143,94,10,36,18,0,18,70,135,185,0,2,17,5,29.4,0.64,0.19,0.12,0.4,16.3,0,0,0,0.9,0.9,0.06,1.1,1.1,11,0.41,10,0,1,0,0,0,2,0.07,2,0,0,0,0,0,578,930,62.2,15121,6757,150,185,81.1,235,308,76.3,184,417,44.1,0,0.3,-0.3,5,76,7,0,76,284,95,41,69.9,69.2,1.7,3.4,1.3,2.6,21.6,3.6,136
58,Iván Alejo,MFFW,La Liga,26.0,11.8,33,20,22,8,3,15,38,39.5,23,341,86,25.2,127,138,76,15,0,0,15,16,49,12,0,2,12,4,33.3,1.01,0.34,0.17,0.5,21.2,0,0,0,1.0,1.0,0.08,1.0,1.0,37,3.13,30,2,3,1,0,1,5,0.42,4,0,1,0,0,0,202,343,58.9,3420,1403,111,137,81.0,56,88,63.6,28,92,30.4,2,2.3,-0.3,21,14,21,19,22,89,14,14,50.0,60.6,1.7,7.3,1.3,1.4,17.1,1.2,28
59,Carles Aleñá,MF,La Liga,23.0,25.8,34,22,16,13,5,16,48,33.3,32,551,128,23.2,117,311,123,27,2,0,25,19,53,10,0,1,47,14,29.8,1.82,0.54,0.02,0.07,23.2,0,0,0,2.0,2.0,0.04,-1.0,-1.0,52,2.02,42,1,2,3,4,0,4,0.16,4,0,0,0,0,0,689,860,80.1,12609,2508,320,360,88.9,258,313,82.4,99,152,65.1,2,1.6,0.4,21,61,16,4,61,159,14,30,31.8,64.7,0.9,5.0,1.0,0.7,26.7,0.5,44
60,Trent Alexander-Arnold,DF,Premier League,22.0,31.7,44,24,22,15,7,23,59,39.0,36,288,97,33.7,114,88,86,39,5,1,34,76,120,43,1,2,51,14,27.5,1.61,0.44,0.04,0.14,23.0,5,0,0,2.7,2.7,0.05,-0.7,-0.7,150,4.73,87,52,5,5,1,0,17,0.54,11,5,0,1,0,0,2013,2706,74.4,44509,18154,727,826,88.0,813,1010,80.5,451,786,57.4,12,11.2,0.8,89,231,89,26,278,319,18,22,45.0,54.5,0.8,3.1,1.2,2.4,63.5,0.6,40
61,Mircea Alexandru Tirlea,DF,La Liga,21.0,0.2,0,0,0,0,0,0,0,0.0,0,4,2,50.0,0,2,2,1,0,0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,14,71.4,186,127,4,4,100.0,4,6,66.7,2,3,66.7,0,0.0,0.0,0,0,0,0,0,4,1,1,50.0,0.0,0.0,10.0,5.0,5.0,50.0,5.0,2
62,Mohamed Ali Cho,FW,Ligue 1,17.0,20.4,10,7,2,4,4,1,13,7.7,12,476,106,22.3,32,218,226,19,1,0,18,13,23,1,0,4,42,15,35.7,2.06,0.73,0.1,0.27,15.5,0,0,0,7.0,7.0,0.17,-3.0,-3.0,39,1.91,22,0,5,2,7,3,7,0.34,4,0,0,2,1,0,228,322,70.8,3214,599,141,173,81.5,61,84,72.6,11,29,37.9,1,2.5,-1.5,14,12,10,5,16,83,15,71,17.4,70.0,0.3,5.2,0.9,0.6,11.2,0.7,86
63,Allan,MF,Premier League,30.0,24.3,77,61,31,41,5,26,88,29.5,62,648,204,31.5,260,327,61,46,9,0,37,42,119,40,0,0,7,3,42.9,0.29,0.12,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,32,1.32,31,0,0,0,1,0,6,0.25,5,0,0,0,1,0,757,967,78.3,14541,4232,284,332,85.5,354,426,83.1,99,157,63.1,2,0.9,1.1,15,100,19,2,106,272,12,13,48.0,79.2,2.5,8.4,1.9,1.7,31.2,0.5,25
64,Jim Allevinah,FW,Ligue 1,26.0,16.5,24,15,7,11,6,7,17,41.2,10,209,56,26.8,51,91,67,13,2,0,11,10,34,3,0,1,42,15,35.7,2.54,0.91,0.02,0.07,18.7,1,0,0,3.4,3.4,0.08,-2.4,-2.4,45,2.72,27,3,8,3,2,2,3,0.18,2,0,0,1,0,0,414,550,75.3,6560,1315,225,271,83.0,140,183,76.5,35,59,59.3,2,1.7,0.3,13,39,12,3,39,87,17,24,41.5,62.5,0.9,3.4,0.8,0.6,25.1,1.0,41
65,Dele Alli,MFFW,Premier League,25.0,7.3,19,7,11,6,2,5,17,29.4,12,209,55,26.3,81,92,36,25,5,0,20,17,36,12,0,1,4,2,50.0,0.55,0.27,0.0,0.0,18.2,0,1,1,1.5,0.7,0.18,-0.5,-0.7,8,1.1,5,0,0,0,3,0,1,0.14,0,0,0,0,1,0,167,214,78.0,2687,651,94,108,87.0,56,69,81.2,14,27,51.9,0,0.8,-0.8,2,13,5,0,19,46,11,13,45.8,36.8,1.0,7.5,3.4,2.3,22.9,1.5,24
66,Dele Alli,MF,Premier League,25.0,3.8,15,10,6,6,3,5,12,41.7,7,127,34,26.8,35,62,30,9,2,0,7,10,25,7,0,0,3,0,0.0,0.8,0.0,0.0,0.0,19.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,10,2.66,9,1,0,0,0,0,1,0.27,1,0,0,0,0,0,114,152,75.0,1873,511,51,67,76.1,44,52,84.6,11,18,61.1,0,0.3,-0.3,7,10,4,1,12,39,8,11,42.1,66.7,2.6,8.9,2.4,2.6,30.0,2.1,19
67,Miguel Almirón,MFFW,Premier League,27.0,19.1,57,33,27,22,8,13,47,27.7,34,432,109,25.2,127,166,139,22,1,1,21,25,82,12,0,1,32,7,21.9,1.68,0.37,0.03,0.14,18.7,0,0,0,2.1,2.1,0.06,-1.1,-1.1,45,2.36,31,0,3,8,2,1,5,0.26,4,0,1,0,0,0,406,505,80.4,6222,1461,224,254,88.2,139,169,82.2,28,46,60.9,0,0.7,-0.7,16,22,9,2,38,122,5,18,21.7,57.9,1.7,5.7,1.2,1.3,21.3,0.3,23
68,Marcos Alonso,DF,Premier League,30.0,24.1,45,28,21,13,11,14,32,43.8,18,300,85,28.3,121,101,78,39,6,0,33,66,111,55,0,4,43,10,23.3,1.79,0.42,0.09,0.4,18.9,9,0,0,3.3,3.3,0.08,0.7,0.7,89,3.7,61,15,4,5,2,2,9,0.37,7,1,0,1,0,0,1132,1456,77.7,19695,6764,556,629,88.4,448,532,84.2,108,235,46.0,4,4.6,-0.6,44,68,33,15,107,216,59,26,69.4,62.2,1.2,3.5,1.6,2.7,47.0,2.4,85
69,Giorgio Altare,DF,Serie A,22.0,16.3,42,28,17,20,5,15,26,57.7,11,166,63,38.0,61,89,16,26,7,0,19,44,86,75,0,1,18,6,33.3,1.11,0.37,0.06,0.17,12.3,0,0,0,1.3,1.3,0.08,-0.3,-0.3,25,1.53,16,2,0,5,0,2,0,0.0,0,0,0,0,0,0,563,818,68.8,12687,5508,170,208,81.7,246,315,78.1,141,268,52.6,0,0.5,-0.5,8,58,9,4,57,211,45,38,54.2,66.7,1.7,3.9,1.6,2.7,34.5,2.8,83
70,Hugo Álvarez,FW,La Liga,18.0,0.1,0,0,0,0,0,0,0,0.0,0,3,1,33.3,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0.0,8.18,0.0,0.0,0.0,8.0,0,0,0,0.2,0.2,0.23,-0.2,-0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,3,33.3,22,3,0,1,0.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0
71,Yeray Álvarez,DF,La Liga,26.0,20.7,34,19,18,16,0,7,14,50.0,7,137,60,43.8,64,66,7,28,18,1,10,54,88,103,0,0,8,0,0.0,0.39,0.0,0.0,0.0,11.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,11,0.53,9,0,0,1,0,1,1,0.05,1,0,0,0,0,0,825,996,82.8,18382,6658,230,250,92.0,432,478,90.4,159,250,63.6,0,0.1,-0.1,2,56,4,0,61,253,70,46,60.3,55.9,0.9,2.9,1.4,2.6,39.9,3.4,116
72,Dani Alves,DF,La Liga,38.0,12.2,35,19,16,15,4,14,29,48.3,15,166,44,26.5,63,76,27,18,3,0,15,23,58,8,0,1,5,2,40.0,0.41,0.16,0.2,0.5,30.2,0,0,0,0.2,0.2,0.03,0.8,0.8,31,2.54,23,8,0,0,0,0,4,0.33,4,0,0,0,0,0,920,1083,84.9,16220,5343,469,502,93.4,337,375,89.9,103,182,56.6,3,1.9,1.1,24,101,27,13,60,111,8,9,47.1,54.3,1.6,3.6,1.5,1.9,75.4,0.7,17
73,Steven Alzate,MF,Premier League,22.0,4.5,9,8,3,5,1,3,5,60.0,2,79,20,25.3,30,37,12,5,1,0,4,14,23,10,0,0,1,1,100.0,0.22,0.22,0.0,0.0,18.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,7,1.56,7,0,0,0,0,0,1,0.22,1,0,0,0,0,0,207,234,88.5,3619,900,92,102,90.2,85,90,94.4,24,32,75.0,0,0.2,-0.2,3,17,3,1,17,61,7,12,36.8,88.9,1.8,4.4,1.1,3.1,46.0,1.6,19
74,Ibrahim Amadou,DFMF,Ligue 1,28.0,9.0,18,10,10,8,0,6,17,35.3,11,166,48,28.9,80,82,4,11,2,0,9,20,38,30,0,1,3,2,66.7,0.33,0.22,0.33,0.5,8.3,0,0,0,0.3,0.3,0.11,0.7,0.7,5,0.55,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,386,440,87.7,8076,2091,122,129,94.6,205,221,92.8,56,80,70.0,0,0.0,0.0,3,10,0,0,12,62,10,13,43.5,55.6,1.1,5.3,1.2,2.2,42.9,1.1,23
75,Emmanuel Amankwaa Akurugu,DF,La Liga,19.0,0.9,0,0,0,0,0,0,2,0.0,2,12,4,33.3,6,6,0,3,0,0,3,0,0,0,0,0,1,0,0.0,1.14,0.0,0.0,0.0,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,1,1.14,1,0,0,0,0,0,1,1.14,1,0,0,0,0,0,27,40,67.5,447,165,15,19,78.9,9,12,75.0,3,7,42.9,1,0.0,1.0,1,1,0,0,2,9,2,1,66.7,0.0,0.0,4.4,3.3,0.0,30.0,2.2,3
76,Daniel Amartey,DF,Premier League,26.0,23.6,25,12,15,9,1,16,32,50.0,16,172,54,31.4,97,67,8,48,24,1,24,30,55,110,2,0,2,1,50.0,0.08,0.04,0.0,0.0,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0,17,0.72,16,0,0,0,0,1,1,0.04,1,0,0,0,0,0,1353,1475,91.7,27707,7913,405,428,94.6,751,788,95.3,186,230,80.9,0,0.2,-0.2,3,55,0,0,59,211,45,38,54.2,48.0,0.5,2.3,2.0,1.3,57.3,1.9,83
77,Amath,FWMF,La Liga,25.0,9.8,26,13,11,12,3,7,20,35.0,13,207,46,22.2,50,90,67,18,2,0,16,11,37,4,0,0,11,4,36.4,1.12,0.41,0.0,0.0,17.0,0,0,0,1.3,1.3,0.12,-1.3,-1.3,18,1.83,10,0,1,2,4,1,2,0.2,1,0,0,1,0,0,166,211,78.7,2387,600,98,114,86.0,42,59,71.2,13,15,86.7,1,0.4,0.6,6,11,5,1,14,47,3,17,15.0,50.0,1.3,4.7,1.8,1.1,16.9,0.3,20
78,Jordan Amavi,DF,Ligue 1,27.0,4.6,14,5,7,7,0,10,18,55.6,8,52,17,32.7,29,16,7,13,1,0,12,13,27,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,1.09,4,0,0,0,1,0,1,0.22,0,0,0,0,1,0,268,316,84.8,4698,1533,134,146,91.8,101,115,87.8,28,43,65.1,0,0.1,-0.1,2,18,3,1,28,47,10,9,52.6,35.7,1.1,3.7,2.8,2.8,58.3,2.2,19
79,Jordan Amavi,DF,Ligue 1,27.0,1.4,7,3,4,2,1,5,9,55.6,4,13,2,15.4,6,6,1,1,0,0,1,1,8,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.7,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,76,88,86.4,1404,379,34,38,89.5,33,36,91.7,9,12,75.0,0,0.1,-0.1,1,6,2,1,7,4,3,2,60.0,42.9,2.1,1.4,0.7,0.7,54.3,2.1,5
80,Wisdom Amey,DF,Serie A,15.0,0.8,2,0,0,2,0,0,1,0.0,1,10,3,30.0,3,7,0,1,0,0,1,2,4,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,20,29,69.0,470,52,7,9,77.8,8,10,80.0,5,9,55.6,0,0.0,0.0,0,0,0,0,0,8,3,1,75.0,0.0,0.0,3.8,1.2,2.5,25.0,3.8,4
81,Kelvin Amian,DF,Serie A,23.0,29.4,68,39,44,15,9,23,40,57.5,17,444,155,34.9,238,143,63,68,23,0,45,48,116,72,0,1,26,7,26.9,0.88,0.24,0.04,0.14,14.2,0,0,0,2.4,2.4,0.09,-1.4,-1.4,28,0.95,21,1,2,2,2,0,1,0.03,1,0,0,0,0,0,900,1137,79.2,15009,6667,455,510,89.2,345,426,81.0,81,143,56.6,1,1.2,-0.2,13,56,12,3,69,148,43,39,52.4,57.4,1.3,5.3,2.3,1.6,30.6,1.5,82
82,Nadiem Amiri,MFFW,Bundesliga,24.0,4.1,8,4,4,2,2,4,7,57.1,3,57,23,40.4,14,30,13,5,1,0,4,5,13,2,0,1,8,2,25.0,1.95,0.49,0.13,0.5,20.1,1,0,0,0.5,0.5,0.06,0.5,0.5,7,1.71,5,1,0,0,1,0,1,0.24,0,0,0,0,1,0,184,223,82.5,3349,583,81,93,87.1,77,87,88.5,21,32,65.6,0,0.2,-0.2,3,9,9,0,18,37,1,4,20.0,50.0,1.0,5.6,1.2,1.2,44.9,0.2,5
83,Nadiem Amiri,MFFW,Serie A,24.0,7.6,11,7,3,5,3,3,10,30.0,7,155,43,27.7,26,82,47,7,0,0,7,5,16,0,0,0,16,6,37.5,2.11,0.79,0.0,0.0,22.3,1,0,0,1.1,1.1,0.07,-1.1,-1.1,29,3.82,22,4,2,0,1,0,1,0.13,1,0,0,0,0,0,227,307,73.9,3645,1045,120,140,85.7,83,105,79.0,20,49,40.8,1,1.6,-0.6,21,17,7,1,26,53,5,14,26.3,63.6,0.9,5.7,0.9,0.7,29.9,0.7,19
84,Ethan Ampadu,MFDF,Serie A,20.0,25.4,76,43,44,25,7,20,45,44.4,25,429,124,28.9,215,182,32,61,21,0,40,55,131,76,0,0,7,1,14.3,0.28,0.04,0.0,0.0,18.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,36,1.42,34,1,1,0,0,0,5,0.2,5,0,0,0,0,0,866,1154,75.0,17462,6607,315,380,82.9,401,478,83.9,137,257,53.3,3,1.4,1.6,14,80,13,5,95,265,68,38,64.2,56.6,1.7,4.9,2.4,2.2,34.1,2.7,106
85,Sofyan Amrabat,MF,Serie A,24.0,10.5,31,22,15,11,5,16,31,51.6,15,254,75,29.5,71,145,38,27,8,0,19,10,41,7,1,1,4,3,75.0,0.38,0.29,0.25,0.33,24.4,0,0,0,0.2,0.2,0.05,0.8,0.8,16,1.53,13,0,0,0,2,1,0,0.0,0,0,0,0,0,0,642,711,90.3,13919,2929,199,215,92.6,310,334,92.8,126,142,88.7,0,0.2,-0.2,7,67,7,0,48,114,10,17,37.0,71.0,2.1,7.1,2.6,1.0,61.1,1.0,27
86,Joachim Andersen,DF,Premier League,25.0,32.4,36,23,26,10,0,14,28,50.0,14,157,58,36.9,95,55,7,41,21,0,20,60,96,156,2,0,8,3,37.5,0.25,0.09,0.0,0.0,14.0,1,0,0,0.6,0.6,0.07,-0.6,-0.6,33,1.02,29,1,0,1,0,2,5,0.15,4,0,0,1,0,0,1813,2197,82.5,47245,14431,326,367,88.8,962,1034,93.0,518,779,66.5,3,1.8,1.2,19,159,12,3,93,287,84,43,66.1,63.9,0.7,1.8,1.3,1.9,56.0,2.6,127
87,Felipe Anderson,FW,Serie A,28.0,32.1,82,50,34,33,15,28,92,30.4,64,784,180,23.0,183,342,259,65,5,1,60,37,119,16,1,6,44,16,36.4,1.37,0.5,0.14,0.38,15.8,0,0,0,5.5,5.5,0.13,0.5,0.5,102,3.18,80,3,7,3,9,0,17,0.53,11,0,4,2,0,0,1108,1424,77.8,17105,4561,640,744,86.0,362,461,78.5,78,132,59.1,8,6.9,1.1,52,52,64,12,123,191,18,29,38.3,61.0,1.6,5.6,2.0,1.2,34.5,0.6,47
88,Sebastian Andersson,FW,Bundesliga,30.0,14.0,13,9,1,4,8,7,11,63.6,4,192,59,30.7,2,76,114,7,0,0,7,3,16,9,0,3,35,13,37.1,2.51,0.93,0.09,0.23,11.3,0,0,0,4.7,4.7,0.13,-1.7,-1.7,22,1.58,18,0,0,1,2,1,4,0.29,3,0,0,0,1,0,168,253,66.4,2038,384,108,147,73.5,36,64,56.3,3,7,42.9,1,1.3,-0.3,10,3,5,1,9,43,52,84,38.2,69.2,0.6,4.2,0.5,0.2,12.0,3.7,136
89,Florin Andone,FW,La Liga,28.0,2.0,0,0,0,0,0,0,0,0.0,0,28,8,28.6,1,14,13,2,0,0,2,1,1,1,0,0,3,1,33.3,1.53,0.51,0.0,0.0,12.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3,4,2.05,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,28,40,70.0,372,45,18,21,85.7,8,13,61.5,1,2,50.0,0,0.0,0.0,2,3,0,0,2,8,7,14,33.3,0.0,0.0,4.0,1.0,0.5,14.0,3.5,21
90,Andrés Andrade Cedeño,DF,Bundesliga,22.0,11.6,29,20,19,8,2,16,31,51.6,15,180,63,35.0,105,62,13,22,10,0,12,26,55,53,1,0,7,3,42.9,0.6,0.26,0.0,0.0,19.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,6,0.52,5,0,0,1,0,0,1,0.09,1,0,0,0,0,0,353,517,68.3,6580,3092,145,184,78.8,165,225,73.3,36,87,41.4,0,0.2,-0.2,3,34,1,0,38,130,31,27,53.4,69.0,1.7,5.4,1.9,2.2,30.4,2.7,58
91,Fredrik André Bjørkan,DF,Bundesliga,22.0,3.9,11,7,8,2,1,5,8,62.5,3,66,16,24.2,35,20,11,8,1,0,7,6,17,7,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,1.78,5,1,0,0,1,0,0,0.0,0,0,0,0,0,0,131,164,79.9,1981,918,77,87,88.5,45,56,80.4,7,13,53.8,0,0.1,-0.1,2,4,4,2,9,36,1,7,12.5,63.6,1.8,4.1,2.1,1.5,33.6,0.3,8
92,Benjamin André,MF,Ligue 1,30.0,30.6,115,78,43,59,13,31,97,32.0,66,686,219,31.9,227,367,92,77,15,0,62,76,191,63,1,2,18,5,27.8,0.59,0.16,0.11,0.4,13.0,0,0,0,1.6,1.6,0.09,0.4,0.4,43,1.41,35,0,2,3,1,2,4,0.13,3,0,0,1,0,0,1429,1770,80.7,25809,7004,646,747,86.5,539,644,83.7,188,275,68.4,1,1.8,-0.8,15,132,14,1,141,353,118,81,59.3,67.8,2.5,7.2,2.5,2.5,46.7,3.9,199
93,Robert Andrich,MF,Bundesliga,26.0,20.2,42,33,23,18,1,12,29,41.4,17,357,121,33.9,133,181,43,33,8,0,25,46,88,49,2,4,30,7,23.3,1.49,0.35,0.13,0.57,17.5,1,0,0,3.2,3.2,0.11,0.8,0.8,31,1.54,21,0,2,4,3,1,5,0.25,2,0,0,3,0,0,832,1011,82.3,14784,4195,380,425,89.4,337,397,84.9,93,149,62.4,2,0.9,1.1,10,87,9,0,89,228,42,22,65.6,78.6,1.6,6.0,1.6,2.3,41.2,2.1,64
94,José Ángel,DF,La Liga,31.0,12.0,29,24,12,14,3,13,21,61.9,8,117,38,32.5,45,56,16,16,1,0,15,18,47,22,0,1,11,3,27.3,0.91,0.25,0.09,0.33,27.4,0,0,0,0.2,0.2,0.02,0.8,0.8,16,1.33,14,1,0,1,0,0,2,0.17,1,0,0,1,0,0,599,788,76.0,13525,6115,206,243,84.8,262,315,83.2,127,214,59.3,1,1.3,-0.3,8,65,22,11,72,127,16,5,76.2,82.8,2.0,3.2,1.3,1.5,49.9,1.3,21
95,Angeliño,DF,Bundesliga,24.0,25.5,35,18,16,16,3,16,31,51.6,15,263,94,35.7,103,97,63,46,4,0,42,35,70,50,0,2,15,7,46.7,0.59,0.27,0.13,0.29,16.4,0,0,0,1.4,1.4,0.1,0.6,0.6,81,3.17,51,23,2,3,1,1,10,0.39,6,4,0,0,0,0,1094,1508,72.5,20135,7818,518,576,89.9,393,513,76.6,153,359,42.6,5,5.9,-0.9,51,75,57,32,109,202,21,23,47.7,51.4,0.7,3.7,1.8,1.4,42.9,0.8,44
